GO GLOBAL,-1,-1,10,名詞,固有名詞,一般,*,*,*,GO GLOBAL,ゴーグローバル,ゴーグローバル
駒場キャンパス,-1,-1,10,名詞,固有名詞,地名,*,*,*,こまばきゃんぱす,コマバキャンパス,コマバキャンパス
留学フェア,-1,-1,10,名詞,固有名詞,一般,*,*,*,りゅうがくふぇあ,リュウガクフェア,リュウガクフェア
